candidate_id,player_name,team_name,candidate_url,page_url,source_domain,title,method,score,download_status,local_path,width_px,height_px,mime_type,approved,reject_reason
pcand_81f4e7d274b33a,Cameron Brink,Los Angeles Sparks,https://cdn.wnba.com/headshots/wnba/latest/260x190/1642287.png,https://sparks.wnba.com/roster/,cdn.wnba.com,Cameron Brink headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_26395171db11b9,Cameron Brink,Los Angeles Sparks,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cameron%20Brink%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q108175240,commons.wikimedia.org,Cameron Brink American basketball player (born 2001),wikidata_p18,115,downloaded,data/assets/player_images/cameron-brink_img_1eebb8b3461051.jpg,970,1371,image/jpeg,Yes,
pcand_97c6c2747ba7de,PLAYER IMAGE STATUS,,https://upload.wikimedia.org/wikipedia/commons/8/80/1923-24_UNC_Tar_Heels_Basketball_Player_E.jpg,https://commons.wikimedia.org/wiki/File%3A1923-24_UNC_Tar_Heels_Basketball_Player_E.jpg,upload.wikimedia.org,File:1923-24 UNC Tar Heels Basketball Player E.jpg,commons_api,60,downloaded,data/assets/player_images/player-image-status_img_1b6be7736a707e.jpg,291,808,image/jpeg,Yes,
pcand_31c010fb6e1321,One Dallas,,https://commons.wikimedia.org/wiki/Special:Redirect/file/PatriotTower01.jpg,https://www.wikidata.org/wiki/Q14711218,commons.wikimedia.org,"One Dallas Center Skyscraper in Dallas, Texas",wikidata_p18,97,downloaded,data/assets/player_images/one-dallas_img_e99c44e20bacb2.jpg,800,600,image/jpeg,Yes,
pcand_c53adf657a1ff5,One Sparks,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Sparks_Basketball_Team%2C_1921%2C_Saint_Louis_College%2C_sec9_no1641_0001%2C_from_Brother_Bertram_Photograph_Collection.jpg,https://commons.wikimedia.org/wiki/File%3ASparks_Basketball_Team%2C_1921%2C_Saint_Louis_College%2C_sec9_no1641_0001%2C_from_Brother_Bertram_Photograph_Collection.jpg,upload.wikimedia.org,"File:Sparks Basketball Team, 1921, Saint Louis College, sec9 no1641 0001, from Brother Bertram Photograph Collection.jpg",commons_api,60,downloaded,data/assets/player_images/one-sparks_img_e88690d731f255.jpg,724,576,image/jpeg,Yes,
pcand_315287c0f37435,Los Angeles,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Los%20Angeles%20with%20Mount%20Baldy.jpg,https://www.wikidata.org/wiki/Q65,commons.wikimedia.org,"Los Angeles seat of Los Angeles County, and largest city in California, United States",wikidata_p18,97,downloaded,data/assets/player_images/los-angeles_img_06725f01a7c25f.jpg,8267,3873,image/jpeg,Yes,
pcand_46c4bc5989b05f,Use Dallas,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Dallas_vs._UT_Arlington_men%27s_wheelchair_basketball_2020_01_%28Dallas_warming_up%29.jpg,https://commons.wikimedia.org/wiki/File%3ADallas_vs._UT_Arlington_men%27s_wheelchair_basketball_2020_01_%28Dallas_warming_up%29.jpg,upload.wikimedia.org,File:Dallas vs. UT Arlington men's wheelchair basketball 2020 01 (Dallas warming up).jpg,commons_api,60,downloaded,data/assets/player_images/use-dallas_img_e1ae9fad28f664.jpg,6000,4000,image/jpeg,Yes,
pcand_bef2bde953e036,Jessica Shepard,Dallas Wings,https://cdn.wnba.com/headshots/wnba/latest/260x190/1629491.png,https://wings.wnba.com/roster/,cdn.wnba.com,Jessica Shepard headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_e229246a508b2e,Jessica Shepard,Dallas Wings,https://commons.wikimedia.org/wiki/Special:Redirect/file/Jessica%20Shepard%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q63314355,commons.wikimedia.org,Jessica Shepard American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/jessica-shepard_img_1720d64e496bd6.jpg,1684,2902,image/jpeg,Yes,
pcand_8250f840619acf,Arike Ogunbowale,Dallas Wings,https://cdn.wnba.com/headshots/wnba/latest/260x190/1629481.png,https://wings.wnba.com/roster/,cdn.wnba.com,Arike Ogunbowale headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_2646dc354c1762,Arike Ogunbowale,Dallas Wings,https://commons.wikimedia.org/wiki/Special:Redirect/file/Arike%20Ogunbowale%2001%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q51858305,commons.wikimedia.org,Arike Ogunbowale American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/arike-ogunbowale_img_b657bc0d660f71.jpg,1653,2361,image/jpeg,Yes,
pcand_417d225e678a78,Paige Bueckers,Dallas Wings,https://cdn.wnba.com/headshots/wnba/latest/260x190/1642784.png,https://wings.wnba.com/roster/,cdn.wnba.com,Paige Bueckers headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_717263c3d3e94e,Paige Bueckers,Dallas Wings,https://commons.wikimedia.org/wiki/Special:Redirect/file/Paige%20Bueckers%20Dallas%20Wings%202%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q67202319,commons.wikimedia.org,Paige Bueckers American basketball player (born 2001),wikidata_p18,130,downloaded,data/assets/player_images/paige-bueckers_img_83ab92fe154e0a.jpg,1642,2310,image/jpeg,Yes,
pcand_ed0946223bf1a8,Kelsey Plum,Los Angeles Sparks,https://cdn.wnba.com/headshots/wnba/latest/260x190/1628276.png,https://sparks.wnba.com/roster/,cdn.wnba.com,Kelsey Plum headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_d8c206f8d07cbd,Kelsey Plum,Los Angeles Sparks,https://commons.wikimedia.org/wiki/Special:Redirect/file/Kelsey%20Plum%20Fenerbah%C3%A7e%20Women%27s%20Basketball%20vs%20BC%20Nadezhda%20Orenburg%20EuroLeague%20Women%2020171011%20%282%29%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q20657581,commons.wikimedia.org,Kelsey Plum American basketball player (born 1994),wikidata_p18,115,downloaded,data/assets/player_images/kelsey-plum_img_4a7054cd62f785.jpg,2999,2405,image/jpeg,Yes,
pcand_71bfa0590102ca,Ariel Atkins,Los Angeles Sparks,https://cdn.wnba.com/headshots/wnba/latest/260x190/1628878.png,https://sparks.wnba.com/roster/,cdn.wnba.com,Ariel Atkins headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_d3440f8552d66f,Ariel Atkins,Los Angeles Sparks,https://commons.wikimedia.org/wiki/Special:Redirect/file/Ariel%20Atkins%203%20Fenerbah%C3%A7e%20WB%2020241002%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q56254723,commons.wikimedia.org,Ariel Atkins American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/ariel-atkins_img_d142138a475bc8.jpg,2102,3434,image/jpeg,Yes,
pcand_ff6a6390f96f12,Dearica Hamby,Los Angeles Sparks,https://cdn.wnba.com/headshots/wnba/latest/260x190/204324.png,https://sparks.wnba.com/roster/,cdn.wnba.com,Dearica Hamby headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_505914b839a2ec,Dearica Hamby,Los Angeles Sparks,https://commons.wikimedia.org/wiki/Special:Redirect/file/Dearica%20Hamby%202024%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q20676886,commons.wikimedia.org,Dearica Hamby American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/dearica-hamby_img_380e300619f001.jpg,2521,3779,image/jpeg,Yes,
pcand_14945fd31a3a9d,Los Angeles Sparks.,,https://upload.wikimedia.org/wikipedia/commons/c/c2/The_Minnesota_Lynx_huddle_during_the_second_half_of_the_game_against_the_Los_Angeles_Sparks.jpg,https://commons.wikimedia.org/wiki/File%3AThe_Minnesota_Lynx_huddle_during_the_second_half_of_the_game_against_the_Los_Angeles_Sparks.jpg,upload.wikimedia.org,File:The Minnesota Lynx huddle during the second half of the game against the Los Angeles Sparks.jpg,commons_api,97,downloaded,data/assets/player_images/los-angeles-sparks_img_1eefc8b53a66d0.jpg,3955,2637,image/jpeg,Yes,
pcand_52fc83d1ba0351,Nneka Ogwumike,Los Angeles Sparks,https://cdn.wnba.com/headshots/wnba/latest/260x190/203014.png,https://sparks.wnba.com/roster/,cdn.wnba.com,Nneka Ogwumike headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_9a4d6394f0547e,Nneka Ogwumike,Los Angeles Sparks,https://commons.wikimedia.org/wiki/Special:Redirect/file/Ogwumike%2020161011.jpg,https://www.wikidata.org/wiki/Q3342371,commons.wikimedia.org,Nneka Ogwumike American basketball player (born 1990),wikidata_p18,115,downloaded,data/assets/player_images/nneka-ogwumike_img_5f16a036aea79f.jpg,1924,3430,image/jpeg,Yes,
pcand_81f4e7d274b33a,Cameron Brink,Los Angeles Sparks,https://cdn.wnba.com/headshots/wnba/latest/260x190/1642287.png,https://sparks.wnba.com/roster/,cdn.wnba.com,Cameron Brink headshot,wnba_roster_html,134,download_error,,0,0,,No,download_error
pcand_26395171db11b9,Cameron Brink,Los Angeles Sparks,https://commons.wikimedia.org/wiki/Special:Redirect/file/Cameron%20Brink%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q108175240,commons.wikimedia.org,Cameron Brink American basketball player (born 2001),wikidata_p18,115,downloaded,data/assets/player_images/cameron-brink_img_1eebb8b3461051.jpg,970,1371,image/jpeg,Yes,
pcand_2d9a5cdffd79d7,A'ja Wilson,,https://commons.wikimedia.org/wiki/Special:Redirect/file/A%27ja%20Wilson.jpg,https://www.wikidata.org/wiki/Q21623331,commons.wikimedia.org,A'ja Wilson American basketball player (born 1996),wikidata_p18,100,downloaded,data/assets/player_images/a-ja-wilson_img_bc9d5ea0730f15.jpg,2587,2973,image/jpeg,Yes,
pcand_f99707780fd466,Gabby Williams,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Gabby%20Williams%205%20Fenerbah%C3%A7e%20WB%20EuroLeague%20Women%2020250108%20%281%29.jpg,https://www.wikidata.org/wiki/Q19867079,commons.wikimedia.org,Gabby Williams French-American basketball player (1996-),wikidata_p18,115,downloaded,data/assets/player_images/gabby-williams_img_76997e5fc820a2.jpg,7728,5152,image/jpeg,Yes,
pcand_08c59b4ecde0c1,Jackie Young,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Jackie%20Young.jpg,https://www.wikidata.org/wiki/Q63101251,commons.wikimedia.org,Jackie Young American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/jackie-young_img_6028f5e4a8042a.jpg,1902,2778,image/jpeg,Yes,
pcand_f9ebd695d5736c,Natasha Howard,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Natasha%20Howard%20%28basketball%29%2000%20%C3%87BK%20Mersin%20TKBSL%2020250104%20%287%29.jpg,https://www.wikidata.org/wiki/Q16729933,commons.wikimedia.org,Natasha Howard American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/natasha-howard_img_7c5aaef665f58a.jpg,5811,5152,image/jpeg,Yes,
pcand_37bca07ca08aa4,Olivia Miles,,https://commons.wikimedia.org/wiki/Special:Redirect/file/UNC%20vs%20ND%20%28Jan%202025%29%2023%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q113641976,commons.wikimedia.org,Olivia Miles American basketball player (born 2003),wikidata_p18,115,downloaded,data/assets/player_images/olivia-miles_img_a898e15f5c26b7.jpg,2781,3315,image/jpeg,Yes,
pcand_8bd0af15e97991,Natisha Hiedeman,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Natisha%20Hiedeman%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q64875538,commons.wikimedia.org,Natisha Hiedeman American basketball player,wikidata_p18,115,downloaded,data/assets/player_images/natisha-hiedeman_img_e6ea9532b77671.jpg,1980,2601,image/jpeg,Yes,
pcand_920597fdff68d4,DeWanna Bonner,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Bonner9-20180601.jpg,https://www.wikidata.org/wiki/Q866093,commons.wikimedia.org,DeWanna Bonner American-Macedonian basketball player,wikidata_p18,115,downloaded,data/assets/player_images/dewanna-bonner_img_bb07e37b03eda0.jpg,802,1742,image/jpeg,Yes,
pcand_00637795ef7ab5,Natasha Mack,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Natasha%20Mack%202024%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q106512895,commons.wikimedia.org,Natasha Mack American-Montenegrin basketball player (born 1997),wikidata_p18,115,downloaded,data/assets/player_images/natasha-mack_img_ca1cdd91efc73c.jpg,1870,3538,image/jpeg,Yes,
pcand_8618f797bbf877,Monique Akoa Makani,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Monique%20Akoa%20Makani%20%28cropped%29.jpg,https://www.wikidata.org/wiki/Q124609370,commons.wikimedia.org,Monique Akoa Makani Cameroonian basketball player,wikidata_p18,115,downloaded,data/assets/player_images/monique-akoa-makani_img_f9995fbce7fc7a.jpg,946,1372,image/jpeg,Yes,
