rank,headline,editorial_decision,caption_variant,caption
7,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Maybe Post,carousel,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
7,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Maybe Post,story,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
8,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft,Maybe Post,feed,"Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft

Quick hit: Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
8,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft,Maybe Post,carousel,"Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft

Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
8,Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft,Maybe Post,story,"Caroline Harvey Selected First Overall By The Vancouver Goldeneyes At The 2026 PWHL Draft

Quick hit: This is a useful update, but it should be weighed against stronger stories.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
9,How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC,Maybe Post,feed,"How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC

A future-star angle with a clear roster-building hook.

Why it matters: Recruiting and roster stories show where the next wave of stars is coming from.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
9,How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC,Maybe Post,carousel,"How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC

The next wave of talent is already changing the future.

Why it matters: Recruiting and roster stories show where the next wave of stars is coming from.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
9,How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC,Maybe Post,story,"How Trojans Star JuJu Watkins Recruited No. 2 Prospect Saniyah Hall to USC

Quick hit: Recruiting and roster stories show where the next wave of stars is coming from.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,SEC opponents announced for Mizzou women’s basketball,Save for Weekend,feed,"SEC opponents announced for Mizzou women’s basketball

Quick hit: SEC opponents announced for Mizzou women’s basketball

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,SEC opponents announced for Mizzou women’s basketball,Save for Weekend,carousel,"SEC opponents announced for Mizzou women’s basketball

SEC opponents announced for Mizzou women’s basketball

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,SEC opponents announced for Mizzou women’s basketball,Save for Weekend,story,"SEC opponents announced for Mizzou women’s basketball

Quick hit: This is a useful update, but it should be weighed against stronger stories.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
