rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
6,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their Stock Skyrocket",Growth Carousel Template,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,"Following Expansion, Veterans In The 2026 PWHL Draft",The story you need to know.
6,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their Stock Skyrocket",Growth Carousel Template,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
6,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their Stock Skyrocket",Growth Carousel Template,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
6,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their Stock Skyrocket",Growth Carousel Template,"Following Expansion, Veterans In The 2026 PWHL Draft Will See Their",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
7,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,1,Hook,"Gauff wins third career WTA 1000 title, ends Pegula’s",The story you need to know.
7,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,2,Context,What happened,This is timely Tennis coverage with a result fans may want explained quickly.
7,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Tennis fans."
7,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
8,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,India women's vs Pakistan women's head-to-head record:,The story you need to know.
8,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
8,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
8,"India women's vs Pakistan women's head-to-head record: Who has won more matches in T20Is, ODIs and ICC World Cups?",Milestone Graphic Template,India women's vs Pakistan women's head-to-head record: Who has won,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Cricket story?,Follow Her Sports Daily for more.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Former UCLA Softball Star Megan Grant Crushes Record,The story you need to know.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Arkansas' Sanu Jallow sets women's 800m collegiate,The story you need to know.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
10,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
