event_id,league_label,matchup,game_state,winner,final_score,performer_rank,player_name,team,statline,source
401856965,WNBA,Phoenix Mercury at Portland Fire,Final,Phoenix Mercury,Phoenix Mercury 78 - Portland Fire 72,4,Sarah Ashlee Barker,Portland Fire,"PTS 15, REB 7, AST 3, FG 6-10, 3PT 2-4",WNBA
401856966,WNBA,Seattle Storm at Minnesota Lynx,Final,Minnesota Lynx,Seattle Storm 68 - Minnesota Lynx 88,4,Nia Coffey,Minnesota Lynx,"PTS 6, REB 8, AST 5, STL 3, BLK 2",WNBA
401856963,WNBA,Connecticut Sun at Chicago Sky,Final,Chicago Sky,Connecticut Sun 80 - Chicago Sky 85,5,Kamilla Cardoso,Chicago Sky,"PTS 10, REB 8, AST 3, BLK 2, FG 5-10",WNBA
401856964,WNBA,Dallas Wings at Los Angeles Sparks,Final,Dallas Wings,Dallas Wings 104 - Los Angeles Sparks 96,5,Maddy Siegrist,Dallas Wings,"PTS 16, REB 4, STL 4, BLK 1, FG 7-10",WNBA
401856965,WNBA,Phoenix Mercury at Portland Fire,Final,Phoenix Mercury,Phoenix Mercury 78 - Portland Fire 72,5,Jovana Nogic,Phoenix Mercury,"PTS 9, REB 2, AST 6, STL 2, FG 3-11",WNBA
401856966,WNBA,Seattle Storm at Minnesota Lynx,Final,Minnesota Lynx,Seattle Storm 68 - Minnesota Lynx 88,5,Courtney Williams,Minnesota Lynx,"PTS 11, REB 5, AST 7, STL 2, FG 5-13",WNBA
401856967,WNBA,Golden State Valkyries at Las Vegas Aces,Upcoming,Las Vegas Aces,Golden State Valkyries 55 - Las Vegas Aces 58,1,A'ja Wilson,Las Vegas Aces,"PTS 22, REB 9, AST 3, FG 7-12, 3PT 2-4",WNBA
401856967,WNBA,Golden State Valkyries at Las Vegas Aces,Upcoming,Las Vegas Aces,Golden State Valkyries 55 - Las Vegas Aces 58,2,Gabby Williams,Golden State Valkyries,"PTS 19, REB 5, AST 1, STL 2, FG 7-12",WNBA
401856967,WNBA,Golden State Valkyries at Las Vegas Aces,Upcoming,Las Vegas Aces,Golden State Valkyries 55 - Las Vegas Aces 58,3,Chelsea Gray,Las Vegas Aces,"PTS 11, REB 6, AST 5, STL 2, FG 4-9",WNBA
401856967,WNBA,Golden State Valkyries at Las Vegas Aces,Upcoming,Las Vegas Aces,Golden State Valkyries 55 - Las Vegas Aces 58,4,Jackie Young,Las Vegas Aces,"PTS 13, REB 3, AST 3, FG 5-10, 3PT 3-5",WNBA
401856967,WNBA,Golden State Valkyries at Las Vegas Aces,Upcoming,Las Vegas Aces,Golden State Valkyries 55 - Las Vegas Aces 58,5,Kayla Thornton,Golden State Valkyries,"PTS 8, REB 7, AST 1, FG 2-5, 3PT 2-4",WNBA
