rank,headline,editorial_decision,caption_variant,caption
5,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Maybe Post,carousel,"Nelly Korda continues her historic march with 2026 U.S. Women's Open title

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf"
5,Nelly Korda continues her historic march with 2026 U.S. Women's Open title,Maybe Post,story,"Nelly Korda continues her historic march with 2026 U.S. Women's Open title

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf"
6,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",Maybe Post,feed,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says

Another sign that women's sports demand is outgrowing the old model.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
6,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",Maybe Post,carousel,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says

Another market is betting big on women's sports.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
6,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says",Maybe Post,story,"Hilary Knight will play for PWHL expansion Detroit via sign-and-trade with Las Vegas, AP source says

Quick hit: Expansion stories show where fan demand and investor confidence are rising.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
7,"Sol Ruca Defeats Lyra Valkyria, Wins First WWE Women's IC Title Defense On Raw",Save for Weekend,feed,"Sol Ruca Defeats Lyra Valkyria, Wins First WWE Women's IC Title Defense On Raw

What happened, who stood out, and why it matters for Women's Sports fans.

Why it matters: This is timely Women's Sports coverage with a result fans may want explained quickly.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews"
7,"Sol Ruca Defeats Lyra Valkyria, Wins First WWE Women's IC Title Defense On Raw",Save for Weekend,carousel,"Sol Ruca Defeats Lyra Valkyria, Wins First WWE Women's IC Title Defense On Raw

Here is the quick version of what happened and why it matters.

Why it matters: This is timely Women's Sports coverage with a result fans may want explained quickly.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews"
7,"Sol Ruca Defeats Lyra Valkyria, Wins First WWE Women's IC Title Defense On Raw",Save for Weekend,story,"Sol Ruca Defeats Lyra Valkyria, Wins First WWE Women's IC Title Defense On Raw

Quick hit: This is timely Women's Sports coverage with a result fans may want explained quickly.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews"
8,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Save for Weekend,feed,"Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
8,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Save for Weekend,carousel,"Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
8,Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game,Save for Weekend,story,"Athletes Unlimited and TOGETHXR Debut “Everyone Watches Women’s Softball” Amid Historic Growth for the Game

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
9,Toronto Sceptres Pushing Through Expansion Process,Save for Weekend,feed,"Toronto Sceptres Pushing Through Expansion Process

Another sign that women's sports demand is outgrowing the old model.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
9,Toronto Sceptres Pushing Through Expansion Process,Save for Weekend,carousel,"Toronto Sceptres Pushing Through Expansion Process

Another market is betting big on women's sports.

Why it matters: Expansion stories show where fan demand and investor confidence are rising.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
9,Toronto Sceptres Pushing Through Expansion Process,Save for Weekend,story,"Toronto Sceptres Pushing Through Expansion Process

Quick hit: Expansion stories show where fan demand and investor confidence are rising.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
10,Michigan Women’s Basketball announces Big Ten home/away opponents,Save for Weekend,feed,"Michigan Women’s Basketball announces Big Ten home/away opponents

Quick hit: Michigan Women’s Basketball announces Big Ten home/away opponents

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,Michigan Women’s Basketball announces Big Ten home/away opponents,Save for Weekend,carousel,"Michigan Women’s Basketball announces Big Ten home/away opponents

Michigan Women’s Basketball announces Big Ten home/away opponents

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,Michigan Women’s Basketball announces Big Ten home/away opponents,Save for Weekend,story,"Michigan Women’s Basketball announces Big Ten home/away opponents

Quick hit: This is a useful update, but it should be weighed against stronger stories.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
