league_id,league_name,team_name,source_priority,source_type,source_url,roster_url_if_available,player_profile_url_pattern_if_visible,source_domain,official_status,rights_or_usage_note,freshness_note,confidence,operator_verify_required,citation_url
wsl_england,Women's Super League,Tottenham Hotspur Women,P0_OFFICIAL_LEAGUE_TEAM,official_league_club_profile_and_roster,https://www.wslfootball.com/clubs/wsl/tottenham-hotspur,https://www.wslfootball.com/clubs/tottenham-hotspur/squad,profile_links_not_visible_in_parsed_squad; use WSL players index for player lookup,wslfootball.com,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,high,no,https://www.wslfootball.com/clubs/index
wsl_england,Women's Super League,West Ham United Women,P0_OFFICIAL_LEAGUE_TEAM,official_league_club_profile_and_roster,https://www.wslfootball.com/clubs/wsl/west-ham-united,https://www.wslfootball.com/clubs/west-ham-united/squad,profile_links_not_visible_in_parsed_squad; use WSL players index for player lookup,wslfootball.com,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,high,no,https://www.wslfootball.com/clubs/index
liga_f_spain,Liga F,Alhama CF ElPozo,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026
liga_f_spain,Liga F,Athletic Club,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026
liga_f_spain,Liga F,Atlético de Madrid,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026
liga_f_spain,Liga F,Costa Adeje Tenerife,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026
liga_f_spain,Liga F,Deportivo Abanca,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026
liga_f_spain,Liga F,DUX Logroño,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026
liga_f_spain,Liga F,FC Badalona Women,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026
liga_f_spain,Liga F,FC Barcelona,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026
liga_f_spain,Liga F,Granada CF,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026
liga_f_spain,Liga F,Levante UD,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026
liga_f_spain,Liga F,Madrid CFF,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026
liga_f_spain,Liga F,RCD Espanyol de Barcelona,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026
liga_f_spain,Liga F,Real Madrid CF,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026
liga_f_spain,Liga F,Real Sociedad,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026
liga_f_spain,Liga F,SD Eibar,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026
liga_f_spain,Liga F,Sevilla FC,P0_OFFICIAL_LEAGUE_ROSTER,official_league_team_roster,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,https://ligaf.es/jugadora/{player_slug}/{player_id},ligaf.es,official_league,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,high,no,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026
frauen_bundesliga_germany,Frauen-Bundesliga,1. FC Köln Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074
frauen_bundesliga_germany,Frauen-Bundesliga,1. FC Nürnberg Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267
frauen_bundesliga_germany,Frauen-Bundesliga,Bayer 04 Leverkusen Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515
frauen_bundesliga_germany,Frauen-Bundesliga,Eintracht Frankfurt Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426
frauen_bundesliga_germany,Frauen-Bundesliga,FC Bayern Munich Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208
frauen_bundesliga_germany,Frauen-Bundesliga,FC Carl Zeiss Jena Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862
frauen_bundesliga_germany,Frauen-Bundesliga,RB Leipzig Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175
frauen_bundesliga_germany,Frauen-Bundesliga,SGS Essen,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen
frauen_bundesliga_germany,Frauen-Bundesliga,SV Werder Bremen Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374
frauen_bundesliga_germany,Frauen-Bundesliga,Union Berlin Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398
frauen_bundesliga_germany,Frauen-Bundesliga,VfL Wolfsburg Women,P0_OFFICIAL_FEDERATION_ROSTER,official_federation_team_roster,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,not_visible_on_dfb_datencenter_roster,datencenter.dfb.de,official_federation,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,DFB Datencenter 2025/26 team roster page; verify before player-level intake because season rollover is near.,high,no,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085
frauen_bundesliga_germany,Frauen-Bundesliga,Hamburger SV Women,P0_OFFICIAL_CLUB_ROSTER,official_club_team_roster,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen,not_visible_on_roster_index,hsv.de,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official HSV women roster page found outside DFB Datencenter; verify against DFB once 2026/27 pages settle.,medium,yes,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen
frauen_bundesliga_germany,Frauen-Bundesliga,SC Freiburg Women,P0_OFFICIAL_CLUB_PAGE,official_club_women_page,https://www.scfreiburg.com/frauen,,not_visible_on_official_page,scfreiburg.com,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official women page found but parsed source was not a direct full roster; operator should locate current roster/profile path.,medium_low,yes,https://www.scfreiburg.com/frauen
frauen_bundesliga_germany,Frauen-Bundesliga,TSG Hoffenheim Women,P0_OFFICIAL_CLUB_ROSTER,official_club_team_roster,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team,not_visible_on_roster_index,tsg-hoffenheim.de,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official club Bundesliga women team page; verify player-profile pattern manually.,medium,yes,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team
serie_a_women_italy,Serie A Women,AC Milan Women,P0_OFFICIAL_CLUB_ROSTER,official_club_team_roster,https://www.acmilan.com/en/teams/women-first-team/all,https://www.acmilan.com/en/teams/women-first-team/all,profile_links_visible_but_pattern_operator_verify,acmilan.com,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official club roster/player listing; verify player-profile path before automated matching.,high,yes,https://www.acmilan.com/en/teams/women-first-team/all
serie_a_women_italy,Serie A Women,AS Roma Women,P0_OFFICIAL_CLUB_ROSTER,official_club_players_and_staff,https://www.asroma.com/en/women/players-and-staff,https://www.asroma.com/en/women/players-and-staff,not_visible_on_roster_index,asroma.com,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official club players-and-staff page; verify season rollover and profile paths.,high,yes,https://www.asroma.com/en/women/players-and-staff
serie_a_women_italy,Serie A Women,Como Women,P0_OFFICIAL_CLUB_ROSTER,official_club_team_and_staff,https://comowomen.com/en/team-and-staff,https://comowomen.com/en/team-and-staff,not_visible_on_roster_index,comowomen.com,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official team-and-staff page; verify profile paths.,high,yes,https://comowomen.com/en/team-and-staff
serie_a_women_italy,Serie A Women,FC Internazionale Women,P0_OFFICIAL_CLUB_ROSTER,official_club_team_page,https://www.inter.it/en/teams/inter-women,https://www.inter.it/en/teams/inter-women,https://www.inter.it/en/teams/inter-women/player/{player_slug},inter.it,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Inter Women page with player profile pattern visible from example player page.,high,no,https://www.inter.it/en/teams/inter-women
serie_a_women_italy,Serie A Women,Fiorentina Women,P0_OFFICIAL_CLUB_ROSTER,official_club_women_page,https://www.acffiorentina.com/en/fiorentina-women,https://www.acffiorentina.com/en/fiorentina-women,not_visible_on_roster_index,acffiorentina.com,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official Fiorentina Women page; verify current roster/profile paths.,medium_high,yes,https://www.acffiorentina.com/en/fiorentina-women
serie_a_women_italy,Serie A Women,Genoa Women,P0_OFFICIAL_CLUB_PAGE,official_club_women_page,https://genoacfc.it/prima-squadra-femminile/,,not_visible_on_official_page,genoacfc.it,official_team,Review-only metadata candidate; use roster/profile text for identity cross-check only; no media reuse.,Official women page; parsed page emphasized calendar/classification more than full roster; verify 2026/27 status after 2025/26 changes.,medium_low,yes,https://genoacfc.it/prima-squadra-femminile/
