rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
4,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Milestone Graphic Template,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's,The story you need to know.
4,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Milestone Graphic Template,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
4,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Milestone Graphic Template,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
4,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA record,Milestone Graphic Template,Georgia's Adaejah Hodge breaks Sha'Carri Richardson's 100 meter NCAA,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Track & Field story?,Follow Her Sports Daily for more.
5,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,Tonight in the W 4-Slide Template,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,1,Hook,GAME RECAP: Record 3-Point Shooting by Chelsea Gray,The story you need to know.
5,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,Tonight in the W 4-Slide Template,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,Tonight in the W 4-Slide Template,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
5,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse Fire 105-89,Tonight in the W 4-Slide Template,GAME RECAP: Record 3-Point Shooting by Chelsea Gray Helps Aces Douse,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
6,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,Looking At What Each Of The PWHL's Expansion Teams,The story you need to know.
6,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
6,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
6,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
7,Major League Volleyball Ends Year Three With Record Growth,Milestone Graphic Template,Major League Volleyball Ends Year Three With Record Growth,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Major League Volleyball Ends Year Three With Record,The story you need to know.
7,Major League Volleyball Ends Year Three With Record Growth,Milestone Graphic Template,Major League Volleyball Ends Year Three With Record Growth,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
7,Major League Volleyball Ends Year Three With Record Growth,Milestone Graphic Template,Major League Volleyball Ends Year Three With Record Growth,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
7,Major League Volleyball Ends Year Three With Record Growth,Milestone Graphic Template,Major League Volleyball Ends Year Three With Record Growth,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Volleyball story?,Follow Her Sports Daily for more.
8,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Former UCLA Softball Star Megan Grant Crushes Record,The story you need to know.
8,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
8,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
8,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
9,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,1,Hook,"Abby Wambach, USWNT Legends Join Crux Football’s",The story you need to know.
9,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
9,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
9,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
10,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,1,Hook,Gotham FC announces first-ever ‘dedicated’ training,The story you need to know.
10,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
10,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,3,Angle,The angle,A milestone worth putting into context.
10,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
