rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
7,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,Growth Carousel Template,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,This helps show the business momentum behind women's sports.,More LPGA coverage daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
7,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,Growth Carousel Template,U.S. Women's Open viewership soars for Nelly Korda's win at Riviera,This helps show the business momentum behind women's sports.,More LPGA coverage daily,4,CTA,Your take on this Golf / LPGA story?,Follow Her Sports Daily for more.
8,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Growth Carousel Template,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,PWHL expansion Phase 3 signing tracker: Every player,The story you need to know.
8,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Growth Carousel Template,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
8,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Growth Carousel Template,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
8,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Growth Carousel Template,PWHL expansion Phase 3 signing tracker: Every player who inked a deal,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
9,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",Postgame Recap Template,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,1,Hook,"Vekic wins 12th edition of rivalry with Pliskova,",The story you need to know.
9,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",Postgame Recap Template,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,2,Context,What happened,This is timely Tennis coverage with a result fans may want explained quickly.
9,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",Postgame Recap Template,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Tennis fans."
9,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's semis",Postgame Recap Template,"Vekic wins 12th edition of rivalry with Pliskova, moves into Queen's","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
10,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting News Template,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's soccer daily,1,Hook,UCLA Women’s Soccer Adds Five New Transfers to Roster,The story you need to know.
10,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting News Template,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's soccer daily,2,Context,Why it matters,Recruiting and roster stories show where the next wave of stars is coming from.
10,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting News Template,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's soccer daily,3,Angle,The angle,A future-star angle with a clear roster-building hook.
10,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting News Template,UCLA Women’s Soccer Adds Five New Transfers to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
