rank,headline,editorial_decision,caption_variant,caption
4,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Maybe Post,carousel,"Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis

Here is the quick version of what happened and why it matters.

Why it matters: This is timely Women's Sports coverage with a result fans may want explained quickly.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews"
4,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Maybe Post,story,"Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis

Quick hit: This is timely Women's Sports coverage with a result fans may want explained quickly.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews"
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Maybe Post,feed,"Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Maybe Post,carousel,"Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Maybe Post,story,"Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #PWHL #WomensHockey"
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Maybe Post,feed,"Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Maybe Post,carousel,"Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Maybe Post,story,"Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Save for Weekend,feed,"Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Save for Weekend,carousel,"Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Save for Weekend,story,"Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Save for Weekend,feed,"UCLA Women’s Basketball Adds Second Freshman to Roster

A future-star angle with a clear roster-building hook.

Why it matters: Recruiting and roster stories show where the next wave of stars is coming from.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Save for Weekend,carousel,"UCLA Women’s Basketball Adds Second Freshman to Roster

The next wave of talent is already changing the future.

Why it matters: Recruiting and roster stories show where the next wave of stars is coming from.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Save for Weekend,story,"UCLA Women’s Basketball Adds Second Freshman to Roster

Quick hit: Recruiting and roster stories show where the next wave of stars is coming from.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Save for Weekend,feed,"Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Save for Weekend,carousel,"Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Save for Weekend,story,"Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS"
10,"Queen's Club 411: Dates, who's playing, prize money and more",Save for Weekend,feed,"Queen's Club 411: Dates, who's playing, prize money and more

The business of women's sports is not emerging anymore. It is becoming big business.

Why it matters: This helps show the business momentum behind women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
10,"Queen's Club 411: Dates, who's playing, prize money and more",Save for Weekend,carousel,"Queen's Club 411: Dates, who's playing, prize money and more

Women's sports are becoming impossible for the business world to ignore.

Why it matters: This helps show the business momentum behind women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
10,"Queen's Club 411: Dates, who's playing, prize money and more",Save for Weekend,story,"Queen's Club 411: Dates, who's playing, prize money and more

Quick hit: This helps show the business momentum behind women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
