rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
4,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Postgame Recap Template,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Women's Sports fans."
4,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Postgame Recap Template,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Milestone Graphic Template,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Brianne Jenner Heads Home As PWHL Hamilton's Historic,The story you need to know.
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Milestone Graphic Template,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Milestone Graphic Template,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
5,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Milestone Graphic Template,Brianne Jenner Heads Home As PWHL Hamilton's Historic First Signing,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Reese Atwood Caps Texas Career with Back-to-Back WCWS,The story you need to know.
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
6,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Full match replay: Undefeated clay streak yields a,The story you need to know.
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
7,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting News Template,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,1,Hook,UCLA Women’s Basketball Adds Second Freshman to Roster,The story you need to know.
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting News Template,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,2,Context,Why it matters,Recruiting and roster stories show where the next wave of stars is coming from.
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting News Template,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,3,Angle,The angle,A future-star angle with a clear roster-building hook.
8,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting News Template,UCLA Women’s Basketball Adds Second Freshman to Roster,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,4,CTA,Your take on this NCAA Women's Basketball story?,Follow Her Sports Daily for more.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Nebraska Softball Sets Record for Most-Watched WCWS,The story you need to know.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,1,Hook,"Queen's Club 411: Dates, who's playing, prize money",The story you need to know.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
