entity_type,entity_id,source_kind,source_url,source_domain,source_tier,manual_review_status,paid_source,download_allowed,approval_status,notes
team,houston_dash,nwsl_schedule,https://www.nwslsoccer.com/teams/ca3f464d6b794a9087d441d75961403f/houston-dash/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,houston_dash,logo_review_source,https://www.nwslsoccer.com/teams/ca3f464d6b794a9087d441d75961403f/houston-dash/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,kansas_city_current,team_site,https://www.kansascitycurrent.com/,www.kansascitycurrent.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,kansas_city_current,nwsl_team_detail,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,kansas_city_current,nwsl_roster,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,kansas_city_current,nwsl_schedule,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,kansas_city_current,logo_review_source,https://www.nwslsoccer.com/teams/2c1699409ff84c9eb491aeaca3d3edde/kansas-city-current/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,gotham_fc,team_site,https://www.gothamfc.com/,www.gothamfc.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,gotham_fc,nwsl_team_detail,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/gotham-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,gotham_fc,nwsl_roster,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/nj-ny-gotham-fc/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,gotham_fc,nwsl_schedule,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/nj-ny-gotham-fc/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,gotham_fc,logo_review_source,https://www.nwslsoccer.com/teams/c83f2ca05aa84c738b5373f0d2a31b39/gotham-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,north_carolina_courage,team_site,https://www.nccourage.com/,www.nccourage.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,north_carolina_courage,nwsl_team_detail,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,north_carolina_courage,nwsl_roster,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,north_carolina_courage,nwsl_schedule,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,north_carolina_courage,logo_review_source,https://www.nwslsoccer.com/teams/fb41ef4439dd495098cb6d40415767cc/north-carolina-courage/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,orlando_pride,team_site,https://www.orlandocitysc.com/pride/,www.orlandocitysc.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,orlando_pride,nwsl_team_detail,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,orlando_pride,nwsl_roster,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,orlando_pride,nwsl_schedule,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,orlando_pride,logo_review_source,https://www.nwslsoccer.com/teams/c3e9513e280b41e5bfbb8230076e8c43/orlando-pride/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,portland_thorns_fc,team_site,https://www.thorns.com/,www.thorns.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,portland_thorns_fc,nwsl_team_detail,https://www.nwslsoccer.com/teams/96ba7b37bd8544a1a7329183459150ff/portland-thorns-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,portland_thorns_fc,nwsl_roster,https://www.nwslsoccer.com/teams/96ba7b37bd8544a1a7329183459150ff/portland-thorns-fc/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,portland_thorns_fc,nwsl_schedule,https://www.nwslsoccer.com/teams/96ba7b37bd8544a1a7329183459150ff/portland-thorns-fc/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,portland_thorns_fc,logo_review_source,https://www.nwslsoccer.com/teams/96ba7b37bd8544a1a7329183459150ff/portland-thorns-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,racing_louisville_fc,team_site,https://www.racingloufc.com/,www.racingloufc.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,racing_louisville_fc,nwsl_team_detail,https://www.nwslsoccer.com/teams/ac29701756da44a08457762380c10733/racing-louisville-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,racing_louisville_fc,nwsl_roster,https://www.nwslsoccer.com/teams/ac29701756da44a08457762380c10733/racing-louisville-fc/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,racing_louisville_fc,nwsl_schedule,https://www.nwslsoccer.com/teams/ac29701756da44a08457762380c10733/racing-louisville-fc/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,racing_louisville_fc,logo_review_source,https://www.nwslsoccer.com/teams/ac29701756da44a08457762380c10733/racing-louisville-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,san_diego_wave_fc,team_site,https://sandiegowavefc.com/,sandiegowavefc.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,san_diego_wave_fc,nwsl_team_detail,https://www.nwslsoccer.com/teams/ca719042b34443c4bcfe380ca4850eaf/san-diego-wave-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,san_diego_wave_fc,nwsl_roster,https://www.nwslsoccer.com/teams/ca719042b34443c4bcfe380ca4850eaf/san-diego-wave-fc/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,san_diego_wave_fc,nwsl_schedule,https://www.nwslsoccer.com/teams/ca719042b34443c4bcfe380ca4850eaf/san-diego-wave-fc/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,san_diego_wave_fc,logo_review_source,https://www.nwslsoccer.com/teams/ca719042b34443c4bcfe380ca4850eaf/san-diego-wave-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,seattle_reign,team_site,https://www.reignfc.com/,www.reignfc.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,seattle_reign,nwsl_team_detail,https://www.nwslsoccer.com/teams/1151140adfc24339ba1c93cb0b6b0238/seattle-reign/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,seattle_reign,nwsl_roster,https://www.nwslsoccer.com/teams/1151140adfc24339ba1c93cb0b6b0238/seattle-reign/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,seattle_reign,nwsl_schedule,https://www.nwslsoccer.com/teams/1151140adfc24339ba1c93cb0b6b0238/seattle-reign/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,seattle_reign,logo_review_source,https://www.nwslsoccer.com/teams/1151140adfc24339ba1c93cb0b6b0238/seattle-reign/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,utah_royals_fc,team_site,https://www.rsl.com/utahroyals/,www.rsl.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,utah_royals_fc,nwsl_team_detail,https://www.nwslsoccer.com/teams/acffc559cf7d485a9c05fa23ab57054b/utah-royals-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,utah_royals_fc,nwsl_roster,https://www.nwslsoccer.com/teams/acffc559cf7d485a9c05fa23ab57054b/utah-royals-fc/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,utah_royals_fc,nwsl_schedule,https://www.nwslsoccer.com/teams/acffc559cf7d485a9c05fa23ab57054b/utah-royals-fc/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,utah_royals_fc,logo_review_source,https://www.nwslsoccer.com/teams/acffc559cf7d485a9c05fa23ab57054b/utah-royals-fc/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
team,washington_spirit,team_site,https://washingtonspirit.com/,washingtonspirit.com,official_team_site,review_required,false,false,not_approved,Linked from NWSL teams page; no downloads
team,washington_spirit,nwsl_team_detail,https://www.nwslsoccer.com/teams/c31d72afc09f42ee86418633aa41390a/washington-spirit/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL team detail page for identity review
team,washington_spirit,nwsl_roster,https://www.nwslsoccer.com/teams/c31d72afc09f42ee86418633aa41390a/washington-spirit/roster,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL roster page for manual player intake
team,washington_spirit,nwsl_schedule,https://www.nwslsoccer.com/teams/c31d72afc09f42ee86418633aa41390a/washington-spirit/schedule,www.nwslsoccer.com,official,review_required,false,false,not_approved,Official NWSL schedule page for manual context checks
team,washington_spirit,logo_review_source,https://www.nwslsoccer.com/teams/c31d72afc09f42ee86418633aa41390a/washington-spirit/index,www.nwslsoccer.com,official,review_required,false,false,not_approved,Review-only logo/mark reference source; does not approve or download asset
