rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
4,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",Tonight in the W 4-Slide Template,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
4,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",Tonight in the W 4-Slide Template,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
4,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky vs Fever Thriller",Tonight in the W 4-Slide Template,"Aliyah Boston, Caitlin Clark, and Sydney Taylor Make History in Sky",Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
5,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,1,Hook,"Gauff wins third career WTA 1000 title, ends Pegula’s",The story you need to know.
5,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,2,Context,What happened,This is timely Tennis coverage with a result fans may want explained quickly.
5,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Tennis fans."
5,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Postgame Recap Template,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run","What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
6,'Forza' in Rome: Paolini takes the title and sweeps to national glory,Postgame Recap Template,'Forza' in Rome: Paolini takes the title and sweeps to national glory,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,1,Hook,'Forza' in Rome: Paolini takes the title and sweeps to,The story you need to know.
6,'Forza' in Rome: Paolini takes the title and sweeps to national glory,Postgame Recap Template,'Forza' in Rome: Paolini takes the title and sweeps to national glory,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,2,Context,What happened,This is timely Tennis coverage with a result fans may want explained quickly.
6,'Forza' in Rome: Paolini takes the title and sweeps to national glory,Postgame Recap Template,'Forza' in Rome: Paolini takes the title and sweeps to national glory,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Tennis fans."
6,'Forza' in Rome: Paolini takes the title and sweeps to national glory,Postgame Recap Template,'Forza' in Rome: Paolini takes the title and sweeps to national glory,"What happened, who stood out, and why it matters for Tennis fans.",More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
7,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,Looking At What Each Of The PWHL's Expansion Teams,The story you need to know.
7,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
7,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
7,Looking At What Each Of The PWHL's Expansion Teams Needs Most In Phase Four,Growth Carousel Template,Looking At What Each Of The PWHL's Expansion Teams Needs Most In,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
8,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Arkansas' Sanu Jallow sets women's 800m collegiate,The story you need to know.
8,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
8,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
8,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026 NCAA Championships,Milestone Graphic Template,Arkansas' Sanu Jallow sets women's 800m collegiate record at 2026,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Former UCLA Softball Star Megan Grant Crushes Record,The story you need to know.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
9,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL Debut,Milestone Graphic Template,Former UCLA Softball Star Megan Grant Crushes Record Homer in AUSL,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
10,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,1,Hook,"Abby Wambach, USWNT Legends Join Crux Football’s",The story you need to know.
10,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor Collective",Growth Carousel Template,"Abby Wambach, USWNT Legends Join Crux Football’s Player Investor",This helps show the business momentum behind women's sports.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
