rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
5,Saint Leo wins 2026 NCAA DII softball championship,Postgame Recap Template,Saint Leo wins 2026 NCAA DII softball championship,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
6,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,1,Hook,Notre Dame Women’s basketball hires former player as,The story you need to know.
6,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,2,Context,Why it matters,"This is a useful update, but it should be weighed against stronger stories."
6,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,3,Angle,The angle,Quick hit: Notre Dame Women’s basketball hires former player as assistant coach
6,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,4,CTA,Your take on this NCAA Women's Basketball story?,Follow Her Sports Daily for more.
7,Mirra Andreeva defeats Maja Chwalińska in French Open to win first Grand Slam,Postgame Recap Template,Mirra Andreeva defeats Maja Chwalińska in French Open to win first,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,1,Hook,Mirra Andreeva defeats Maja Chwalińska in French Open,The story you need to know.
7,Mirra Andreeva defeats Maja Chwalińska in French Open to win first Grand Slam,Postgame Recap Template,Mirra Andreeva defeats Maja Chwalińska in French Open to win first,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,2,Context,What happened,This is timely Women's Sports coverage with a result fans may want explained quickly.
7,Mirra Andreeva defeats Maja Chwalińska in French Open to win first Grand Slam,Postgame Recap Template,Mirra Andreeva defeats Maja Chwalińska in French Open to win first,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Women's Sports fans."
7,Mirra Andreeva defeats Maja Chwalińska in French Open to win first Grand Slam,Postgame Recap Template,Mirra Andreeva defeats Maja Chwalińska in French Open to win first,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
8,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting News Template,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,1,Hook,Dawn Staley and South Carolina Land Star Recruit,The story you need to know.
8,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting News Template,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,2,Context,Why it matters,Recruiting and roster stories show where the next wave of stars is coming from.
8,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting News Template,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,3,Angle,The angle,A future-star angle with a clear roster-building hook.
8,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting News Template,Dawn Staley and South Carolina Land Star Recruit Oliviyah Edwards,Recruiting and roster stories show where the next wave of stars is coming from.,More women's hoops daily,4,CTA,Your take on this NCAA Women's Basketball story?,Follow Her Sports Daily for more.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,1,Hook,U.S. Women's Open 2026: USGA announces purse increase,The story you need to know.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,4,CTA,Your take on this Golf / LPGA story?,Follow Her Sports Daily for more.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,1,Hook,"Queen's Club 411: Dates, who's playing, prize money",The story you need to know.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
