rank,headline,editorial_decision,caption_variant,caption
6,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Maybe Post,feed,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan

What happened, who stood out, and why it matters for Tennis fans.

Why it matters: This is timely Tennis coverage with a result fans may want explained quickly.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
6,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Maybe Post,carousel,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan

Here is the quick version of what happened and why it matters.

Why it matters: This is timely Tennis coverage with a result fans may want explained quickly.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
6,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan",Maybe Post,story,"Gauff wins third career WTA 1000 title, ends Pegula’s impressive run in Wuhan

Quick hit: This is timely Tennis coverage with a result fans may want explained quickly.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
7,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Maybe Post,feed,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
7,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Maybe Post,carousel,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
7,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin",Maybe Post,story,"Mercedes-Benz, WTA launch first-ever star-shaped court in Berlin

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis"
8,Gotham FC announces first-ever ‘dedicated’ training facility,Save for Weekend,feed,"Gotham FC announces first-ever ‘dedicated’ training facility

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer"
8,Gotham FC announces first-ever ‘dedicated’ training facility,Save for Weekend,carousel,"Gotham FC announces first-ever ‘dedicated’ training facility

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer"
8,Gotham FC announces first-ever ‘dedicated’ training facility,Save for Weekend,story,"Gotham FC announces first-ever ‘dedicated’ training facility

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NWSL #USWNT #WomensSoccer"
9,Juli Inkster Becomes Oldest Player to Make a Cut on the LPGA Tour at 2026 Dow Championship,Save for Weekend,feed,"Juli Inkster Becomes Oldest Player to Make a Cut on the LPGA Tour at 2026 Dow Championship

A milestone worth putting into context.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf"
9,Juli Inkster Becomes Oldest Player to Make a Cut on the LPGA Tour at 2026 Dow Championship,Save for Weekend,carousel,"Juli Inkster Becomes Oldest Player to Make a Cut on the LPGA Tour at 2026 Dow Championship

This is the kind of milestone that shows where the game is headed.

Why it matters: Records and milestones are proof points for the rise of women's sports.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf"
9,Juli Inkster Becomes Oldest Player to Make a Cut on the LPGA Tour at 2026 Dow Championship,Save for Weekend,story,"Juli Inkster Becomes Oldest Player to Make a Cut on the LPGA Tour at 2026 Dow Championship

Quick hit: Records and milestones are proof points for the rise of women's sports.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf"
10,"Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27",Save for Weekend,feed,"Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27

Quick hit: Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Follow Her Sports Daily for daily women's sports coverage.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,"Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27",Save for Weekend,carousel,"Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27

Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27

Why it matters: This is a useful update, but it should be weighed against stronger stories.

Swipe through for the quick breakdown.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
10,"Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27",Save for Weekend,story,"Ole Miss, Mississippi State women's basketball SEC opponents announced for 2026-27

Quick hit: This is a useful update, but it should be weighed against stronger stories.

Want more? Follow Her Sports Daily.

#WomensSports #HerSportsDaily #SportsNews #NCAAWBB #WomensBasketball"
