rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
3,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,Tonight in the W 4-Slide Template,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,3,Angle,The angle,A milestone worth putting into context.
3,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,Tonight in the W 4-Slide Template,Brittney Sykes Drops 38 as Toronto Outlasts Connecticut in OT Thriller,Records and milestones are proof points for the rise of women's sports.,More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
4,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,Growth Carousel Template,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL,The story you need to know.
4,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,Growth Carousel Template,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
4,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,Growth Carousel Template,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
4,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool Continues To Be Shuffled,Growth Carousel Template,PWHL Expansion: Rumour Mill Continues To Swirl As PWHL Talent-Pool,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,1,Hook,Gotham FC announces first-ever ‘dedicated’ training,The story you need to know.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,3,Angle,The angle,A milestone worth putting into context.
5,Gotham FC announces first-ever ‘dedicated’ training facility,Milestone Graphic Template,Gotham FC announces first-ever ‘dedicated’ training facility,Records and milestones are proof points for the rise of women's sports.,More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
6,"Berlin Open 411: Dates, draws, prize money and everything to know",Growth Carousel Template,"Berlin Open 411: Dates, draws, prize money and everything to know",This helps show the business momentum behind women's sports.,More women's sports daily,1,Hook,"Berlin Open 411: Dates, draws, prize money and",The story you need to know.
6,"Berlin Open 411: Dates, draws, prize money and everything to know",Growth Carousel Template,"Berlin Open 411: Dates, draws, prize money and everything to know",This helps show the business momentum behind women's sports.,More women's sports daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
6,"Berlin Open 411: Dates, draws, prize money and everything to know",Growth Carousel Template,"Berlin Open 411: Dates, draws, prize money and everything to know",This helps show the business momentum behind women's sports.,More women's sports daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
6,"Berlin Open 411: Dates, draws, prize money and everything to know",Growth Carousel Template,"Berlin Open 411: Dates, draws, prize money and everything to know",This helps show the business momentum behind women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
7,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup,Pregame Matchup Template,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup.",More women's soccer daily,1,Hook,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil,The story you need to know.
7,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup,Pregame Matchup Template,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup.",More women's soccer daily,2,Context,What to watch,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup."
7,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup,Pregame Matchup Template,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup.",More women's soccer daily,3,Angle,The angle,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup."
7,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for Women’s World Cup,Pregame Matchup Template,Trinity Rodman: ‘Insane’ USWNT friendlies in Brazil are good prep for,"What to watch tonight in NWSL / Women's Soccer, with one key player and one key matchup.",More women's soccer daily,4,CTA,Your take on this NWSL / Women's Soccer story?,Follow Her Sports Daily for more.
8,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",Postgame Recap Template,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title","What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,1,Hook,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's",The story you need to know.
8,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",Postgame Recap Template,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title","What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,2,Context,What happened,This is timely Women's Sports coverage with a result fans may want explained quickly.
8,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",Postgame Recap Template,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title","What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Women's Sports fans."
8,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title",Postgame Recap Template,"Zaria Tears Through Tatum Paxley, Wins WWE NXT Women's NA Title","What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
9,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",Growth Carousel Template,"After Phase 2 losses, who will the Montréal Victoire protect in Phase",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,"After Phase 2 losses, who will the Montréal Victoire",The story you need to know.
9,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",Growth Carousel Template,"After Phase 2 losses, who will the Montréal Victoire protect in Phase",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
9,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",Growth Carousel Template,"After Phase 2 losses, who will the Montréal Victoire protect in Phase",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
9,"After Phase 2 losses, who will the Montréal Victoire protect in Phase 3 of expansion?",Growth Carousel Template,"After Phase 2 losses, who will the Montréal Victoire protect in Phase",Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
10,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Growth Carousel Template,Audience Analysis: McAfee special not a viewership hit; WCWS finale,This helps show the business momentum behind women's sports.,More softball coverage daily,1,Hook,Audience Analysis: McAfee special not a viewership,The story you need to know.
10,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Growth Carousel Template,Audience Analysis: McAfee special not a viewership hit; WCWS finale,This helps show the business momentum behind women's sports.,More softball coverage daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Growth Carousel Template,Audience Analysis: McAfee special not a viewership hit; WCWS finale,This helps show the business momentum behind women's sports.,More softball coverage daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,Audience Analysis: McAfee special not a viewership hit; WCWS finale sets record,Growth Carousel Template,Audience Analysis: McAfee special not a viewership hit; WCWS finale,This helps show the business momentum behind women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
