rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
3,PWHL Las Vegas signs first-ever players ahead of inaugural season,Milestone Graphic Template,PWHL Las Vegas signs first-ever players ahead of inaugural season,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
3,PWHL Las Vegas signs first-ever players ahead of inaugural season,Milestone Graphic Template,PWHL Las Vegas signs first-ever players ahead of inaugural season,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Reese Atwood Caps Texas Career with Back-to-Back WCWS,The story you need to know.
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
5,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,Tonight in the W 4-Slide Template,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,1,Hook,WNBA gameday discussion: Can the Toronto Tempo and,The story you need to know.
5,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,Tonight in the W 4-Slide Template,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,2,Context,What happened,This is timely WNBA coverage with a result fans may want explained quickly.
5,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,Tonight in the W 4-Slide Template,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for WNBA fans."
5,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn their first-ever Commissioner’s Cup wins?,Tonight in the W 4-Slide Template,WNBA gameday discussion: Can the Toronto Tempo and Portland Fire earn,"What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
6,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",Tonight in the W 4-Slide Template,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,1,Hook,Indiana Fever vs. New York Liberty - Final Score -,The story you need to know.
6,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",Tonight in the W 4-Slide Template,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,2,Context,What happened,This is timely WNBA coverage with a result fans may want explained quickly.
6,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",Tonight in the W 4-Slide Template,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for WNBA fans."
6,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026",Tonight in the W 4-Slide Template,"Indiana Fever vs. New York Liberty - Final Score - June 06, 2026","What happened, who stood out, and why it matters for WNBA fans.",More WNBA coverage daily,4,CTA,Your take on this WNBA story?,Follow Her Sports Daily for more.
7,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Postgame Recap Template,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,1,Hook,Breaking News: Mirra Andreeva Wins Women's French Open,The story you need to know.
7,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Postgame Recap Template,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,2,Context,What happened,This is timely Women's Sports coverage with a result fans may want explained quickly.
7,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Postgame Recap Template,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Women's Sports fans."
7,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream of Tennis,Postgame Recap Template,Breaking News: Mirra Andreeva Wins Women's French Open Final Stream,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
8,Toronto Sceptres Pushing Through Expansion Process,Growth Carousel Template,Toronto Sceptres Pushing Through Expansion Process,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,Toronto Sceptres Pushing Through Expansion Process,The story you need to know.
8,Toronto Sceptres Pushing Through Expansion Process,Growth Carousel Template,Toronto Sceptres Pushing Through Expansion Process,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
8,Toronto Sceptres Pushing Through Expansion Process,Growth Carousel Template,Toronto Sceptres Pushing Through Expansion Process,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
8,Toronto Sceptres Pushing Through Expansion Process,Growth Carousel Template,Toronto Sceptres Pushing Through Expansion Process,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
9,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,Standard Feed Card Template,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,1,Hook,UCLA women’s basketball signs Slovenian guard Lina,The story you need to know.
9,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,Standard Feed Card Template,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,2,Context,Why it matters,"This is a useful update, but it should be weighed against stronger stories."
9,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,Standard Feed Card Template,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,3,Angle,The angle,Quick hit: UCLA women’s basketball signs Slovenian guard Lina Jerkovic
9,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,Standard Feed Card Template,UCLA women’s basketball signs Slovenian guard Lina Jerkovic,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,4,CTA,Your take on this NCAA Women's Basketball story?,Follow Her Sports Daily for more.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,1,Hook,"Queen's Club 411: Dates, who's playing, prize money",The story you need to know.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
