rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
4,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
5,Mirra Andreeva becomes youngest Roland Garros women’s champion since Monica Seles,Milestone Graphic Template,Mirra Andreeva becomes youngest Roland Garros women’s champion since,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Mirra Andreeva becomes youngest Roland Garros women’s,The story you need to know.
5,Mirra Andreeva becomes youngest Roland Garros women’s champion since Monica Seles,Milestone Graphic Template,Mirra Andreeva becomes youngest Roland Garros women’s champion since,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,Mirra Andreeva becomes youngest Roland Garros women’s champion since Monica Seles,Milestone Graphic Template,Mirra Andreeva becomes youngest Roland Garros women’s champion since,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
5,Mirra Andreeva becomes youngest Roland Garros women’s champion since Monica Seles,Milestone Graphic Template,Mirra Andreeva becomes youngest Roland Garros women’s champion since,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
6,Saint Leo wins 2026 NCAA DII softball championship,Postgame Recap Template,Saint Leo wins 2026 NCAA DII softball championship,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,1,Hook,Saint Leo wins 2026 NCAA DII softball championship,The story you need to know.
6,Saint Leo wins 2026 NCAA DII softball championship,Postgame Recap Template,Saint Leo wins 2026 NCAA DII softball championship,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,2,Context,What happened,This is timely Softball coverage with a result fans may want explained quickly.
6,Saint Leo wins 2026 NCAA DII softball championship,Postgame Recap Template,Saint Leo wins 2026 NCAA DII softball championship,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Softball fans."
6,Saint Leo wins 2026 NCAA DII softball championship,Postgame Recap Template,Saint Leo wins 2026 NCAA DII softball championship,"What happened, who stood out, and why it matters for Softball fans.",More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
7,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,1,Hook,Notre Dame Women’s basketball hires former player as,The story you need to know.
7,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,2,Context,Why it matters,"This is a useful update, but it should be weighed against stronger stories."
7,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,3,Angle,The angle,Quick hit: Notre Dame Women’s basketball hires former player as assistant coach
7,Notre Dame Women’s basketball hires former player as assistant coach,Standard Feed Card Template,Notre Dame Women’s basketball hires former player as assistant coach,"This is a useful update, but it should be weighed against stronger stories.",More women's hoops daily,4,CTA,Your take on this NCAA Women's Basketball story?,Follow Her Sports Daily for more.
8,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,1,Hook,Full match replay: Undefeated clay streak yields a,The story you need to know.
8,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
8,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,3,Angle,The angle,A milestone worth putting into context.
8,Full match replay: Undefeated clay streak yields a milestone for Marta Kostyuk,Milestone Graphic Template,Full match replay: Undefeated clay streak yields a milestone for,Records and milestones are proof points for the rise of women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,1,Hook,U.S. Women's Open 2026: USGA announces purse increase,The story you need to know.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
9,U.S. Women's Open 2026: USGA announces purse increase to record-breaking $12.5 million,Growth Carousel Template,U.S. Women's Open 2026: USGA announces purse increase to,This helps show the business momentum behind women's sports.,More LPGA coverage daily,4,CTA,Your take on this Golf / LPGA story?,Follow Her Sports Daily for more.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,1,Hook,"Queen's Club 411: Dates, who's playing, prize money",The story you need to know.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
