review_order,batch_position,batch_bucket,sport_family,sport_label,asset_domain,display_name,candidate_id,review_state,source_url,evidence_to_open,board_to_open,intake_to_fill,fields_mike_can_fill_now,fields_to_keep_blank_or_held,do_not_touch,local_asset_present,current_source_reviewed,current_identity_status,local_asset_needed_later,guardrail_note
1,next_01,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,carolina_blaze_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://theausl.com/players/,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
12,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_team_roster,portland_cascade_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://theausl.com/cascade/roster,https://theausl.com/cascade/roster,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
13,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,texas_volts_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://theausl.com/players/,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
14,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,texas_volts_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://theausl.com/volts/,https://theausl.com/volts/,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
15,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_team_roster,texas_volts_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://theausl.com/volts/roster,https://theausl.com/volts/roster,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
16,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_league_player_index,utah_talons_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://theausl.com/players/,https://theausl.com/players/,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
17,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_team_profile_source,utah_talons_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://theausl.com/talons/,https://theausl.com/talons/,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
18,,source_review_now,softball,Softball,athlete_photo,operator_add_player_from_team_roster,utah_talons_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://theausl.com/talons/roster,https://theausl.com/talons/roster,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
19,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,boston_fleet_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/boston_fleet.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
20,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,boston_fleet_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/boston-fleet,https://www.thepwhl.com/en/teams/boston-fleet,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/boston_fleet.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
21,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,boston_fleet_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/boston-fleet/roster,https://www.thepwhl.com/en/teams/boston-fleet/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/boston_fleet.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
22,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,detroit_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/detroit.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
23,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,detroit_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/detroit,https://www.thepwhl.com/en/teams/detroit,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/detroit.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
24,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,detroit_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/detroit/roster,https://www.thepwhl.com/en/teams/detroit/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/detroit.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
25,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,hamilton_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/hamilton.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
26,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_profile_source,hamilton_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/hamilton,https://www.thepwhl.com/en/teams/hamilton,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/hamilton.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
27,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_team_roster,hamilton_roster_source_candidate_01,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/teams/hamilton/roster,https://www.thepwhl.com/en/teams/hamilton/roster,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/hamilton.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
28,,source_review_now,womens_hockey,Women's Hockey,athlete_photo,operator_add_player_from_league_player_index,las_vegas_league_player_index_candidate_03,source_candidate_only_local_asset_missing,https://www.thepwhl.com/en/stats/player-stats,https://www.thepwhl.com/en/stats/player-stats,data/asset_registry/womens_hockey/athlete_photo_contact_sheets/las_vegas.md,data/asset_registry/womens_hockey/womens_hockey_athlete_photo_review_intake.csv,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,operator_decision; identity_verified; local_file_reviewed; approval_status; registry_action; local_candidate_path; approved_marker_path; headshot.png; .approved; publish_ready; auto_approval; auto_publish; move_files,no,no,no,yes,review-only; no downloads; no approval-state changes; no headshot or marker writes
