entity_type,entity_id,source_kind,source_url,source_domain,source_tier,manual_review_status,paid_source,download_allowed,approval_status,notes
team,manchester_city_women,logo_review_source,https://www.mancity.com/teams/mcwfc,www.mancity.com,official_candidate,review_required,false,false,not_approved,Official logo/source candidate
team,manchester_united_women,team_site,https://www.manutd.com/en/teams/women,www.manutd.com,official_candidate,review_required,false,false,not_approved,Official club source candidate
team,manchester_united_women,roster,https://www.manutd.com/en/teams/women,www.manutd.com,official_candidate,review_required,false,false,not_approved,Official roster source candidate
team,manchester_united_women,logo_review_source,https://www.manutd.com/en/teams/women,www.manutd.com,official_candidate,review_required,false,false,not_approved,Official logo/source candidate
team,tottenham_hotspur_women,team_site,https://www.tottenhamhotspur.com/teams/women/,www.tottenhamhotspur.com,official_candidate,review_required,false,false,not_approved,Official club source candidate
team,tottenham_hotspur_women,roster,https://www.tottenhamhotspur.com/teams/women/players/,www.tottenhamhotspur.com,official_candidate,review_required,false,false,not_approved,Official roster source candidate
team,tottenham_hotspur_women,logo_review_source,https://www.tottenhamhotspur.com/teams/women/,www.tottenhamhotspur.com,official_candidate,review_required,false,false,not_approved,Official logo/source candidate
team,west_ham_united_women,team_site,https://www.whufc.com/teams/women,www.whufc.com,official_candidate,review_required,false,false,not_approved,Official club source candidate
team,west_ham_united_women,roster,https://www.whufc.com/teams/women,www.whufc.com,official_candidate,review_required,false,false,not_approved,Official roster source candidate
team,west_ham_united_women,logo_review_source,https://www.whufc.com/teams/women,www.whufc.com,official_candidate,review_required,false,false,not_approved,Official logo/source candidate
team,alhama_cf_elpozo,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,alhama_cf_elpozo,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,alhama_cf_elpozo,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,athletic_club,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,athletic_club,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,athletic_club,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,atletico_de_madrid,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,atletico_de_madrid,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,atletico_de_madrid,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,costa_adeje_tenerife,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,costa_adeje_tenerife,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,costa_adeje_tenerife,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,deportivo_abanca,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,deportivo_abanca,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,deportivo_abanca,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,dux_logrono,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,dux_logrono,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,dux_logrono,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,fc_badalona_women,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,fc_badalona_women,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,fc_badalona_women,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,fc_barcelona,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,fc_barcelona,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,fc_barcelona,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,granada_cf,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,granada_cf,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,granada_cf,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,levante_ud,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,levante_ud,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,levante_ud,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,madrid_cff,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,madrid_cff,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,madrid_cff,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,rcd_espanyol_de_barcelona,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,rcd_espanyol_de_barcelona,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,rcd_espanyol_de_barcelona,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,real_madrid_cf,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,real_madrid_cf,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,real_madrid_cf,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,real_sociedad,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,real_sociedad,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,real_sociedad,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,sd_eibar,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,sd_eibar,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,sd_eibar,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,sevilla_fc,team_site,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F fixture source candidate; exact club page requires manual review
team,sevilla_fc,roster,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact roster page requires manual review
team,sevilla_fc,logo_review_source,https://www.laliga.com/en-GB/futbol-femenino,www.laliga.com,official_candidate,review_required,false,false,not_approved,Official Liga F source candidate; exact logo source requires manual review
team,bayer_04_leverkusen_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,bayer_04_leverkusen_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,bayer_04_leverkusen_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,eintracht_frankfurt_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,eintracht_frankfurt_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,eintracht_frankfurt_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,fc_bayern_munich_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,fc_bayern_munich_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,fc_bayern_munich_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,fc_carl_zeiss_jena_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,fc_carl_zeiss_jena_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,fc_carl_zeiss_jena_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,hamburger_sv_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,hamburger_sv_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,hamburger_sv_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,rb_leipzig_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,rb_leipzig_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,rb_leipzig_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,sc_freiburg_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,sc_freiburg_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,sc_freiburg_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,sgs_essen,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,sgs_essen,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,sgs_essen,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,sv_werder_bremen_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,sv_werder_bremen_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,sv_werder_bremen_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,tsg_hoffenheim_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,tsg_hoffenheim_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,tsg_hoffenheim_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,union_berlin_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,union_berlin_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,union_berlin_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,vfl_wolfsburg_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,vfl_wolfsburg_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,vfl_wolfsburg_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,1_fc_koln_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,1_fc_koln_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,1_fc_koln_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,1_fc_nurnberg_women,team_site,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact club page requires manual review
team,1_fc_nurnberg_women,roster,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact roster page requires manual review
team,1_fc_nurnberg_women,logo_review_source,https://frauen-bundesliga.dfb.de/google-pixel-frauen-bundesliga/ergebnisse-und-tabelle/,frauen-bundesliga.dfb.de,official_candidate,review_required,false,false,not_approved,Official DFB source candidate; exact logo source requires manual review
team,ac_milan_women,team_site,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact club page requires manual review
team,ac_milan_women,roster,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact roster page requires manual review
team,ac_milan_women,logo_review_source,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact logo source requires manual review
team,as_roma_women,team_site,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact club page requires manual review
team,as_roma_women,roster,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact roster page requires manual review
team,as_roma_women,logo_review_source,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact logo source requires manual review
team,como_women,team_site,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact club page requires manual review
team,como_women,roster,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact roster page requires manual review
team,como_women,logo_review_source,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact logo source requires manual review
team,fc_internazionale_women,team_site,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact club page requires manual review
team,fc_internazionale_women,roster,https://www.figc.it/it/femminile/,www.figc.it,official_candidate,review_required,false,false,not_approved,Official FIGC source candidate; exact roster page requires manual review
