rank,headline,template_name,headline_max_70,subhead_max_110,footer_max_45,slide_number,slide_role,slide_title,slide_body_max_120
4,Top seeds Siniakova and Townsend clinch French Open women's doubles title,Postgame Recap Template,Top seeds Siniakova and Townsend clinch French Open women's doubles,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Women's Sports fans."
4,Top seeds Siniakova and Townsend clinch French Open women's doubles title,Postgame Recap Template,Top seeds Siniakova and Townsend clinch French Open women's doubles,"What happened, who stood out, and why it matters for Women's Sports fans.",More women's sports daily,4,CTA,Your take on this Women's Sports story?,Follow Her Sports Daily for more.
5,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Reese Atwood Caps Texas Career with Back-to-Back WCWS,The story you need to know.
5,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
5,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
5,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Milestone Graphic Template,Reese Atwood Caps Texas Career with Back-to-Back WCWS Championships,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
6,"If she wins U.S. Women's Open, Nelly Korda will match one of the greatest achievements in American golf history",Postgame Recap Template,"If she wins U.S. Women's Open, Nelly Korda will match one of the","What happened, who stood out, and why it matters for Golf / LPGA fans.",More LPGA coverage daily,1,Hook,"If she wins U.S. Women's Open, Nelly Korda will match",The story you need to know.
6,"If she wins U.S. Women's Open, Nelly Korda will match one of the greatest achievements in American golf history",Postgame Recap Template,"If she wins U.S. Women's Open, Nelly Korda will match one of the","What happened, who stood out, and why it matters for Golf / LPGA fans.",More LPGA coverage daily,2,Context,What happened,This is timely Golf / LPGA coverage with a result fans may want explained quickly.
6,"If she wins U.S. Women's Open, Nelly Korda will match one of the greatest achievements in American golf history",Postgame Recap Template,"If she wins U.S. Women's Open, Nelly Korda will match one of the","What happened, who stood out, and why it matters for Golf / LPGA fans.",More LPGA coverage daily,3,Angle,The angle,"What happened, who stood out, and why it matters for Golf / LPGA fans."
6,"If she wins U.S. Women's Open, Nelly Korda will match one of the greatest achievements in American golf history",Postgame Recap Template,"If she wins U.S. Women's Open, Nelly Korda will match one of the","What happened, who stood out, and why it matters for Golf / LPGA fans.",More LPGA coverage daily,4,CTA,Your take on this Golf / LPGA story?,Follow Her Sports Daily for more.
7,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through 2028-29 Protecting Her From PWHL Expansion,Growth Carousel Template,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,1,Hook,Seattle Torrent Sign Alex Carpenter To A Three-Year,The story you need to know.
7,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through 2028-29 Protecting Her From PWHL Expansion,Growth Carousel Template,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,2,Context,The number to know,Expansion stories show where fan demand and investor confidence are rising.
7,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through 2028-29 Protecting Her From PWHL Expansion,Growth Carousel Template,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,3,Angle,Why this matters,Another sign that women's sports demand is outgrowing the old model.
7,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through 2028-29 Protecting Her From PWHL Expansion,Growth Carousel Template,Seattle Torrent Sign Alex Carpenter To A Three-Year Extension Through,Expansion stories show where fan demand and investor confidence are rising.,More women's sports daily,4,CTA,Your take on this PWHL / Women's Hockey story?,Follow Her Sports Daily for more.
8,Serena Williams Announces Return to Professional Tennis Stream of Tennis,Standard Feed Card Template,Serena Williams Announces Return to Professional Tennis Stream of,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,1,Hook,Serena Williams Announces Return to Professional,The story you need to know.
8,Serena Williams Announces Return to Professional Tennis Stream of Tennis,Standard Feed Card Template,Serena Williams Announces Return to Professional Tennis Stream of,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,2,Context,Why it matters,"This is a useful update, but it should be weighed against stronger stories."
8,Serena Williams Announces Return to Professional Tennis Stream of Tennis,Standard Feed Card Template,Serena Williams Announces Return to Professional Tennis Stream of,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,3,Angle,The angle,Quick hit: Serena Williams Announces Return to Professional Tennis Stream of Tennis
8,Serena Williams Announces Return to Professional Tennis Stream of Tennis,Standard Feed Card Template,Serena Williams Announces Return to Professional Tennis Stream of,"This is a useful update, but it should be weighed against stronger stories.",More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,1,Hook,Nebraska Softball Sets Record for Most-Watched WCWS,The story you need to know.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,2,Context,The milestone,Records and milestones are proof points for the rise of women's sports.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,3,Angle,The angle,A milestone worth putting into context.
9,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday Broadcast,Milestone Graphic Template,Nebraska Softball Sets Record for Most-Watched WCWS Opening Thursday,Records and milestones are proof points for the rise of women's sports.,More softball coverage daily,4,CTA,Your take on this Softball story?,Follow Her Sports Daily for more.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,1,Hook,"Queen's Club 411: Dates, who's playing, prize money",The story you need to know.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,2,Context,The number to know,This helps show the business momentum behind women's sports.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,3,Angle,Why this matters,The business of women's sports is not emerging anymore. It is becoming big business.
10,"Queen's Club 411: Dates, who's playing, prize money and more",Growth Carousel Template,"Queen's Club 411: Dates, who's playing, prize money and more",This helps show the business momentum behind women's sports.,More women's sports daily,4,CTA,Your take on this Tennis story?,Follow Her Sports Daily for more.
